Feature Name,Honorees,City,County,State,Side,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status,,
Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Columbia,Richland,SC,South,Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live,,
South Bonham Road,Milledge Luke Bonham,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
South Carolina Confederate Monument,No specific honoree,Columbia,Richland,SC,South,Monument,Government Office Grounds,Uknown,1879,,Live,,
Stuart Street,James Ewell Brown Jeb Stuart,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Wade Hampton Confederate Monument,Wade Hampton,Columbia,Richland,SC,South,Monument,Government Office Grounds,State of South Carolina,1906,,Live,,
In Honor of All Black Confederates Monument,No specific honoree,Hohenwald,Lewis,TN,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,,,Live,,
Confederate Monument,No specific honoree,Humboldt,Gibson,TN,South,Monument,Monument,United Daughters of the Confederacy,1900,,Live,,
Our Confederate Dead,No specific honoree,Jackson,Madison,TN,South,Monument,Courthouse Grounds,Uknown,1888,,Live,,
General Nathan Bedford Forrest Drive,Nathan Bedford Forrest,Franklin,Williamson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeb Stuart Drive,James Ewell Brown Jeb Stuart,Franklin,Williamson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Drive,Jefferson Davis,Franklin,Williamson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Our Confederate Soldiers,No specific honoree,Franklin,Williamson,TN,South,Monument,Monument,United Daughters of the Confederacy,1899,,Live,,
Confederate Soldiers,No specific honoree,Gallatin,Sumner,TN,South,Monument,Monument,United Daughters of the Confederacy,1903,,Live,,
Robert E. Lee Road,Robert E. Lee,Powhatan,Powhatan,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
In Memory of the Confederate Soldiers of Pulaski County 1861-1865,No specific honoree,Pulaski,Pulaski,VA,South,Monument,Monument,Uknown,1906,,Live,,
Ginter Park Historic District,Lewis Ginter,Richmond,Richmond City,VA,South,Other,Parks/Trails,Uknown,,,Live,,
Wade Hampton Drive,Wade Hampton,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Wallace Drive,Lew Wallace,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Washington Light Infantry Monument,No specific honoree,Charleston,Charleston,SC,South,Monument,Government Office Grounds,Uknown,1881,,Live,,
Site of Confederate Arms Factory,No specific honoree,Lancaster,Dallas,TX,South,Monument,Government Office Grounds,Uknown,1936,,Live,,
Jeb Stuart Drive,James Ewell Brown Jeb Stuart,League City,Galveston,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert Lee Street,Robert E. Lee,Levelland,Hockley,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Street,No specific honoree,Liberty,Liberty,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Polk County Courthouse Confederate Monument,No specific honoree,Livingston,Polk,TX,South,Monument,Courthouse Grounds,United Confederate Veterans,1900,,Live,,
Robert E Lee Road,Robert E. Lee,Livingston,Polk,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldier Monument,No specific honoree,Llano,Llano,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1915,,Live,,
Confederate Monument,No specific honoree,Lockhart,Caldwell,TX,South,Monument,Courthouse Grounds,Citizens of Caldwell County,1910,,Live,,
Confederate Heroes,No specific honoree,Longview,Gregg,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live,,
Janney's Lane,Eli Hamilton Janney,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jordan Street,Thomas Jordan,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Street,Robert E. Lee,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Maury Lane,Matthew Fontaine Maury,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pegram Street,John Pegram,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Quantrell Avenue,William Clark Quantrell,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Reynolds Street,Alexander W. Reynolds,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee RECenter,Robert E. Lee,Alexandria,Alexandria,VA,South,Building,Buildings,Uknown,,,Live,,
Rosser Street,Thomas L. Rosser,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Drive,Robert E. Lee,Bristow,Prince William,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Buckingham County Confederate Monument,No specific honoree,Buckingham,Buckingham,VA,South,Monument,Monument,Uknown,1908,,Live,,
Confederate Ridge Lane,No specific honoree,Centreville,Fairfax,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Lee Drive,Robert E. Lee,Centreville,Fairfax,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Jackson Memorial Highway,Robert E. Lee,Chantilly,Fairfax,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Charlotte County Confederate Monument,No specific honoree,Charlotte Court House,Charlotte,VA,South,Monument,Courthouse Grounds,United Confederate Veterans,1901,,Live,,
General Lee Road,Robert E. Lee,Culleoka,Maury,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeb Stuart Drive,James Ewell Brown Jeb Stuart,Dandridge,Jefferson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Longstreet Drive,James Longstreet,Dandridge,Jefferson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Jackson Drive,Thomas Jonathan Stonewall Jackson,Dandridge,Jefferson,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Forrest Captures Streight Monument,Nathan Bedford Forrest,Lawrence,Lawrence,AL,South,Monument,Monument,United Daughters of the Confederacy,1939,,Live,,
Robert E. Lee Street,Robert E. Lee,Leeds,Jefferson,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Veterans Flagpole,No specific honoree,Batesville,Independence,AR,South,Other,Courthouse Grounds,Sons of Confederate Veterans,2004,,Live,,
Confederate Veterans Monument,No specific honoree,Benton,Saline,AR,South,Monument,Monument,Sons of Confederate Veterans,,,Live,,
Bentonville Confederate Monument,No specific honoree,Bentonville,Benton,AR,South,Monument,Monument,United Daughters of the Confederacy,1908,,Live,,
Confederate War Monument,No specific honoree,Blytheville,Mississippi,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1934,,Live,,
Camden Confederate Women Monument,No specific honoree,Camden,Ouachita,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; United Confederate Veterans,1914,,Live,,
Confederate Soldiers Monument,No specific honoree,Conway,Faulkner,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1925,,Live,,
Dardanelle Confederate Monument,No specific honoree,Dardanelle,Yell,AR,South,Monument,Monument,United Daughters of the Confederacy,1921,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Dardanelle,Yell,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1961,,Live,,
El Dorado Confederate Monument,No specific honoree,El Dorado,Union,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live,,
Robert E. Lee Street,Robert E. Lee,El Dorado,Union,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Henry County Confederate Memorial,No specific honoree,Headland,Henry,AL,South,Monument,Monument,United Daughters of the Confederacy,1936,,Live,,
World War I and Confederate Monument,No specific honoree,Headland,Henry,AL,South,Monument,Monument,United Daughters of the Confederacy,1926,,Live,,
Cleburne County,Patrick Cleburne,Heflin,Cleburne,AL,South,County/Municipality,County/Municipality,Uknown,1866,,Live,,
Robert E. Lee Drive,Robert E. Lee,Hodges,Franklin,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Veterans Memorial,No specific honoree,Huntsville,Madison,AL,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,,Live,,
Lee High School,Robert E. Lee,Huntsville,Madison,AL,South,School,Schools,Uknown,1958,,Live,,
Confederate Monument,No specific honoree,Jacksonville,Calhoun,AL,South,Monument,Monument,United Daughters of the Confederacy,1909,,Live,,
Confederate Monument,No specific honoree,Jasper,Walker,AL,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live,,
Wade Hampton State Office Building,Wade Hampton,Columbia,Richland,SC,South,Building,Buildings,Uknown,1940,,Live,,
Wheeler Street,Joseph Wheeler,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Our Confederate Dead Monument,No specific honoree,Conway,Horry,SC,South,Monument,Monument,Uknown,,,Live,,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Cowpens,Spartanburg,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Our Confederate Dead,No specific honoree,Walhalla,Oconee,SC,South,Monument,Monument,Women of Oconee County,1910,,Live,,
Confederate Monument,No specific honoree,Walterboro,Colleton,SC,South,Monument,Courthouse Grounds,United Confederate Veterans,1911,,Live,,
Hampton Street,Wade Hampton,Walterboro,Colleton,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Boulevard,Jefferson Davis,Walterboro,Colleton,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E Lee Drive,Robert E. Lee,Walterboro,Colleton,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Wade Hampton Avenue,Wade Hampton,Walterboro,Colleton,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Westminster,Oconee,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Westminster Confederate Monument,No specific honoree,Westminster,Oconee,SC,South,Monument,Monument,United Daughters of the Confederacy,1980,,Live,,
Confederate Monument,No specific honoree,Williamston,Anderson,SC,South,Monument,Monument,City of Williamston,1942,,Live,,
Confederate Memorial,No specific honoree,Winnsboro,Fairfield,SC,South,Monument,Monument,Ladies Memorial Association,1901,,Live,,
Jackson Street,Thomas Jonathan Stonewall Jackson,Barnwell,Barnwell,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Perry Street,Edward A. Perry,Barnwell,Barnwell,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeb Stuart Road,James Ewell Brown Jeb Stuart,Purcellville,Loudoun,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Jackson High School,Thomas Jonathan Stonewall Jackson,Quicksburg,Shenandoah,VA,South,School,Schools,Uknown,1959,,Live,,
North Carolina Monument,No specific honoree,Reams,Dinwiddie,VA,South,Monument,Monument,Sons of Confederate Veterans,,,Live,,
Jeb Stuart Drive,James Ewell Brown Jeb Stuart,Rhoadesville,Orange,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
A.P. Hill Monument,A.P. Hill,Richmond,Richmond City,VA,South,Monument,Monument,Uknown,1892,,Live,,
Confederate Avenue,No specific honoree,Richmond,Richmond City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers and Sailors Monument,No specific honoree,Richmond,Richmond City,VA,South,Monument,Monument,Confederate Soldiers and Sailors Monument Association,1894,,Live,,
Beaufort Civil War Monument,No specific honoree,Beaufort,Beaufort,SC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,,,Live,,
Beauregard Court,Pierre Gustave Toutant-Beauregard,Beaufort,Beaufort,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stephen Elliott Park,Stephen Elliott,Beaufort,Beaufort,SC,South,Park,Parks/Trails,Uknown,,,Live,,
Confederate Monument,No specific honoree,Bennettsville,Marlboro,SC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live,,
Lee Central High School,Robert E. Lee,Bishopville,Lee,SC,South,School,Schools,Uknown,,,Live,,
Lee Central Middle School,Robert E. Lee,Bishopville,Lee,SC,South,School,Schools,Uknown,,,Live,,
Lee County,Robert E. Lee,Bishopville,Lee,SC,South,County/Municipality,County/Municipality,Uknown,1902,,Live,,
Confederate Defenders of Charleston,No specific honoree,Charleston,Charleston,SC,South,Monument,Monument,United Daughters of the Confederacy; Memorial Association of Charleston,1932,,Live,,
General Wade Hampton Monument,Wade Hampton,Charleston,Charleston,SC,South,Monument,Monument,United Daughters of the Confederacy,1911,,Live,,
Hampton Park,Wade Hampton,Charleston,Charleston,SC,South,Park,Parks/Trails,City of Charleston,1903,,Live,,
Jeb Stuart Road,James Ewell Brown Jeb Stuart,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Longstreet Drive,James Longstreet,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E Lee Boulevard,Robert E. Lee,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers Monument,No specific honoree,Duck Hill,Montgomery,MS,South,Monument,Monument,Uknown,1908,,Live,,
Jeff Davis Road,Jefferson Davis,Duck Hill,Montgomery,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Ellisville,Jones,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Live,,
Confederate Soldier Sculpture,No specific honoree,Fayette,Jefferson,MS,South,Monument,Courthouse Grounds,Uknown,1904,,Live,,
Robert E. Lee Drive,Robert E. Lee,Florence,Rankin,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Greenville,Washington,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live,,
Confederate Memorial Building,No specific honoree,Greenwood,Leflore,MS,South,Building,Buildings,United Daughters of the Confederacy,1915,,Live,,
Confederate Monument,No specific honoree,Greenwood,Leflore,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Live,,
Jeff Davis Street,Jefferson Davis,Hughes,St. Francis,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jackson County Confederate Memorial,Thomas Jonathan Stonewall Jackson,Jacksonport,Jackson,AR,South,Monument,Monument,Uknown,1914,,Live,,
Jeff Davis Avenue,Jefferson Davis,Jacksonville,Pulaski,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Military Order of the Stars and Bars Monument,No specific honoree,Jonesboro,Craighead,AR,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,,,Live,,
Hardee Street,William Joseph Hardee,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Hill Street,A.P. Hill,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jackson Boulevard,Thomas Jonathan Stonewall Jackson,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Columbia,Richland,SC,South,Monument,Government Office Grounds,United Daughters of the Confederacy,1923,,Live,,
Longstreet st,James Longstreet,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
John H. Reagan Elementary School,John Henninger Reagan,Dallas,Dallas,TX,South,School,Schools,Uknown,1905,,Live,,
Lee Parkway,Robert E. Lee,Dallas,Dallas,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Oran M. Roberts Elementary School,Oran Milo Roberts,Dallas,Dallas,TX,South,School,Schools,Uknown,1910,,Live,,
Roger Q. Mills Elementary,Roger Q. Mills,Dallas,Dallas,TX,South,School,Schools,Uknown,1912,,Live,,
Confederate Bench,No specific honoree,Little Rock,Pulaski,AR,South,Monument,Monument,Uknown,1936,,Live,,
Magruder Avenue,John B. Magruder,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Monument to the South Carolina Women of the Confederacy,No specific honoree,Columbia,Richland,SC,South,Monument,Government Office Grounds,Uknown,1912,,Live,,
Pickens Street,Francis Wilkinson Pickens,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Memorial Tree,Robert E. Lee,Columbia,Richland,SC,South,Monument,Government Office Grounds,United Daughters of the Confederacy,,,Live,,
Semmes Lake,Raphael Semmes,Columbia,Richland,SC,South,Body of Water,Parks/Trails,Uknown,,,Live,,
Jeb Stuart Highway,James Ewell Brown Jeb Stuart,Damascus,Washington,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Battle of Dinwiddie Court House Monument,No specific honoree,Dinwiddie,Dinwiddie,VA,South,Monument,Courthouse Grounds,Confederate Memorial Association,1972,,Live,,
Confederate Monument,No specific honoree,Dinwiddie,Dinwiddie,VA,South,Monument,Courthouse Grounds,Citizens of Dinwiddie County,1909,,Live,,
Confederate Monument,No specific honoree,Eastville,Northampton,VA,South,Monument,Courthouse Grounds,Uknown,1913,,Live,,
Confederate Monument,No specific honoree,Emporia,Greensville,VA,South,Monument,Courthouse Grounds,Uknown,1910,,Live,,
Sons of Confederate Veterans Monument,No specific honoree,Jonesboro,Craighead,AR,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,,,Live,,
Confederate Street,No specific honoree,Lake Village,Chicot,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lake Village Confederate Monument,No specific honoree,Lake Village,Chicot,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live,,
Beauregard Drive,Pierre Gustave Toutant-Beauregard,Little Rock,Pulaski,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Claiborne Circle,Patrick Cleburne,Little Rock,Pulaski,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Street,Robert E. Lee,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Mosby Lane,John Singleton Mosby,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pelham Street,John Pelham,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stuart Street,James Ewell Brown Jeb Stuart,Culpeper,Culpeper,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Captain John Quincy Marr Monument,John Quincy Marr,Fairfax,Fairfax,VA,South,Monument,Courthouse Grounds,Uknown,1904,,Live,,
Confederate Advance Monument,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,Monument,Monument,United Daughters of the Confederacy,1931,,Live,,
Confederate Avenue,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Memorial Day,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,Holiday,Holiday,Uknown,,,Live,,
Edmund Kirby Smith Hall at Louisiana State University,Edmund Kirby Smith,Baton Rouge,East Baton Rouge,LA,South,Building,Buildings,Uknown,1965,,Live,,
Governor Francis T. Nicholls Statue,Francis T. Nicholls,Baton Rouge,East Baton Rouge,LA,South,Monument,Government Office Grounds,Uknown,1934,,Live,,
Governor Henry Watkins Allen Statue,Henry Watkins Allen,Baton Rouge,East Baton Rouge,LA,South,Monument,Government Office Grounds,Uknown,1934,,Live,,
Jeff Davis Street,Jefferson Davis,Baton Rouge,East Baton Rouge,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
